pair,entry_dt,exit_dt,dir,entry_a,entry_b,exit_a,pnl,days_held,exit_b
MRF.NS : HINDZINC.NS,2020-05-12,2020-05-27,SHORT,57176.69921875,97.69329071044922,57619.87109375,-442.8311996459961,15,
COALINDIA.NS : HAL.NS,2020-05-18,2020-05-27,SHORT,78.22885131835938,247.5671539306641,84.07835388183594,-14.101745605468778,9,
JINDALSTEL.NS : AMBUJACEM.NS,2020-05-22,2020-05-27,SHORT,95.4427719116211,169.1769561767578,113.67176055908205,-17.77651977539064,5,
BAJFINANCE.NS : HDFCBANK.NS,2020-05-18,2020-05-27,LONG,1910.6993408203125,803.1660766601562,1908.5802001953125,-66.437744140625,9,
JSWSTEEL.NS : HDFCBANK.NS,2020-05-18,2020-05-27,LONG,151.74623107910156,803.1660766601562,171.77767944335938,-44.28715515136719,9,
ULTRACEMCO.NS : GRASIM.NS,2020-05-26,2020-05-27,LONG,3695.431396484375,519.4927978515625,3638.2333984375,-90.35809326171875,1,
TCS.NS : HDFCBANK.NS,2020-05-18,2020-05-27,LONG,1793.50439453125,803.1660766601562,1848.53759765625,-9.285400390625,9,
JSWSTEEL.NS : HAVELLS.NS,2020-05-07,2020-05-28,LONG,160.06556701660156,474.0565490722656,171.17347717285156,-1.453094482421875,21,
ICICIBANK.NS : APOLLOHOSP.NS,2020-05-18,2020-05-28,SHORT,288.5476379394531,1248.65234375,315.9524230957031,42.6197509765625,10,
SBIN.NS : CGPOWER.NS,2020-05-05,2020-05-29,SHORT,160.3880157470703,7.177670478820801,151.8227081298828,7.327778339385986,24,
ICICIPRULI.NS : INFY.NS,2020-05-22,2020-05-29,SHORT,342.8146057128906,621.2735595703125,390.5533447265625,-40.509674072265625,7,
GRASIM.NS : HAVELLS.NS,2020-05-12,2020-06-01,LONG,505.1558837890625,467.9220581054687,569.0867309570312,5.702209472656193,20,
SBIN.NS : TATAPOWER.NS,2020-05-05,2020-06-01,SHORT,160.3880157470703,28.553091049194336,160.05862426757812,8.708089828491211,27,
SBIN.NS : VEDL.NS,2020-05-05,2020-06-01,SHORT,160.3880157470703,35.347408294677734,160.05862426757812,6.937435150146484,27,
TATASTEEL.NS : SBIN.NS,2020-05-05,2020-06-01,LONG,10.968706130981444,160.3880157470703,12.68049144744873,2.0411767959594744,27,
SBIN.NS : AMBUJACEM.NS,2020-05-11,2020-06-01,SHORT,155.7288818359375,156.04124450683594,160.05862426757812,10.6158447265625,21,
TCS.NS : ICICIPRULI.NS,2020-05-22,2020-06-01,LONG,1862.4110107421875,342.8146057128906,1885.364501953125,-15.64483642578125,10,
ABB.NS : HINDZINC.NS,2020-05-07,2020-06-02,SHORT,839.0948486328125,95.7388916015625,806.2543334960938,39.955467224121094,26,
NTPC.NS : POWERGRID.NS,2020-05-27,2020-06-02,LONG,72.12998962402344,67.32162475585938,73.69142150878906,-1.8228530883789062,6,
BDL.NS : POWERGRID.NS,2020-05-18,2020-06-03,LONG,109.78302001953124,66.18638610839844,115.3271484375,1.2388076782226705,16,
TATASTEEL.NS : AMBUJACEM.NS,2020-05-22,2020-06-03,SHORT,11.041119575500488,169.1769561767578,12.768997192382812,-1.0039243698120117,12,
IOC.NS : GAIL.NS,2020-06-01,2020-06-04,LONG,40.668094635009766,49.523197174072266,40.550071716308594,-2.9725379943847656,3,
APOLLOHOSP.NS : AMBUJACEM.NS,2020-05-13,2020-06-04,SHORT,1266.8983154296875,164.15951538085938,1345.5030517578125,-73.76829528808594,22,
SBIN.NS : JINDALSTEL.NS,2020-05-05,2020-06-05,SHORT,160.3880157470703,84.92034912109375,176.7657012939453,42.4095458984375,31,
SBIN.NS : GRASIM.NS,2020-05-11,2020-06-05,SHORT,155.7288818359375,491.9893493652344,176.7657012939453,98.63246154785156,25,
GAIL.NS : LICHSGFIN.NS,2020-05-18,2020-06-05,LONG,43.62565231323242,195.0955047607422,52.70085906982422,-27.87910842895505,18,
IOC.NS : LICHSGFIN.NS,2020-05-18,2020-06-05,LONG,33.775997161865234,195.0955047607422,42.202293395996094,-28.528018951415987,18,
ULTRACEMCO.NS : APOLLOHOSP.NS,2020-05-26,2020-06-08,LONG,3695.431396484375,1303.587158203125,3687.818115234375,-49.33203125,13,
HINDZINC.NS : SBILIFE.NS,2020-06-03,2020-06-09,SHORT,102.82408905029295,798.4827270507812,103.3596420288086,-48.61660766601564,6,
APOLLOHOSP.NS : SBILIFE.NS,2020-06-03,2020-06-09,SHORT,1331.2518310546875,798.4827270507812,1345.7989501953125,-62.628173828125,6,
AMBUJACEM.NS : SBILIFE.NS,2020-06-03,2020-06-09,SHORT,169.90090942382812,798.4827270507812,169.94613647460938,-48.12628173828125,6,
COALINDIA.NS : HAL.NS,2020-06-01,2020-06-10,LONG,95.4880599975586,253.62631225585935,90.44207000732422,-47.82202148437503,9,
COALINDIA.NS : BDL.NS,2020-06-01,2020-06-11,LONG,95.4880599975586,111.4673080444336,88.513671875,-6.529930114746094,10,
APOLLOHOSP.NS : HDFCBANK.NS,2020-06-03,2020-06-11,SHORT,1331.2518310546875,981.338134765625,1329.03271484375,-49.28375244140625,8,
HDFCBANK.NS : HAVELLS.NS,2020-05-18,2020-06-11,SHORT,803.1660766601562,463.248291015625,929.8352661132812,-59.044189453125,24,
HINDZINC.NS : GAIL.NS,2020-06-08,2020-06-12,SHORT,102.8835906982422,56.417118072509766,103.92491912841795,-5.565467834472628,4,
GRASIM.NS : APOLLOHOSP.NS,2020-06-05,2020-06-12,LONG,611.6586303710938,1340.3746337890625,587.0809936523438,-68.515380859375,7,
AMBUJACEM.NS : HAVELLS.NS,2020-05-12,2020-06-15,LONG,157.1625518798828,467.9220581054687,173.2943878173828,-43.26525878906256,34,
JINDALSTEL.NS : HINDZINC.NS,2020-05-27,2020-06-15,LONG,113.67176055908205,98.03396606445312,134.27197265625,14.709259033203125,19,
BDL.NS : POWERGRID.NS,2020-06-04,2020-06-15,SHORT,112.00534057617188,72.50513458251953,110.41463470458984,-0.9796142578125,11,
APOLLOHOSP.NS : HAVELLS.NS,2020-06-01,2020-06-15,SHORT,1354.4288330078125,526.1506958007812,1391.314697265625,-35.7174072265625,14,
IOC.NS : HINDZINC.NS,2020-06-08,2020-06-15,LONG,43.94891357421875,102.8835906982422,40.69169235229492,-4.298549652099581,7,
JINDALSTEL.NS : AMBUJACEM.NS,2020-06-04,2020-06-15,LONG,135.408203125,168.99595642089844,134.27197265625,-5.434661865234375,11,
VEDL.NS : HINDZINC.NS,2020-06-04,2020-06-15,LONG,46.771484375,101.99102783203124,45.87547302246094,-2.8299026489257812,11,
JSWSTEEL.NS : GRASIM.NS,2020-05-29,2020-06-15,SHORT,171.219970703125,574.6459350585938,170.80166625976562,-6.701385498046875,17,
SBIN.NS : CGPOWER.NS,2020-06-05,2020-06-15,LONG,176.7657012939453,6.237148284912109,163.494140625,-13.717071533203125,10,
TCS.NS : INFY.NS,2020-06-04,2020-06-16,LONG,1933.71240234375,643.7376098632812,1891.4150390625,-36.33984375,12,
MRF.NS : HINDZINC.NS,2020-06-02,2020-06-16,LONG,62197.01171875,102.85384368896484,62165.16015625,-33.78548431396483,14,
BDL.NS : HAL.NS,2020-06-09,2020-06-17,SHORT,113.01123809814452,296.49273681640625,125.36270141601562,11.433113098144517,8,
SBILIFE.NS : HAVELLS.NS,2020-06-10,2020-06-17,SHORT,733.781005859375,543.4830322265625,763.8070068359375,-34.55389404296875,7,
HINDZINC.NS : APOLLOTYRE.NS,2020-06-01,2020-06-18,SHORT,102.97286224365234,99.32637786865234,106.18611145019533,-1.9805526733398438,17,
JSWSTEEL.NS : HAVELLS.NS,2020-06-04,2020-06-18,SHORT,178.47030639648438,552.5872802734375,179.7716522216797,-19.607254028320312,14,
BEL.NS : BDL.NS,2020-06-16,2020-06-19,SHORT,21.44648551940918,123.00000762939452,24.29994201660156,-1.0521717071533025,3,
BPCL.NS : MGL.NS,2020-06-08,2020-06-22,LONG,153.51414489746094,875.439208984375,150.02784729003906,-61.049041748046875,14,
CEATLTD.NS : HINDZINC.NS,2020-06-02,2020-06-22,LONG,857.914794921875,102.85384368896484,903.7036743164062,36.86317443847658,20,
CEATLTD.NS : HAL.NS,2020-05-29,2020-06-22,LONG,782.4210205078125,251.47853088378903,903.7036743164062,50.426528930664034,24,
MGL.NS : POWERGRID.NS,2020-05-29,2020-06-22,LONG,861.3143310546875,67.49297332763672,933.001953125,62.66999053955078,24,
GAIL.NS : LICHSGFIN.NS,2020-06-12,2020-06-22,SHORT,51.89297866821289,249.1533203125,52.94322967529297,-12.216281890869112,10,
IOC.NS : LICHSGFIN.NS,2020-06-12,2020-06-22,SHORT,41.68302154541016,249.1533203125,41.56501007080078,-11.048019409179652,10,
BDL.NS : CEATLTD.NS,2020-05-29,2020-06-22,SHORT,109.94676971435548,782.4210205078125,125.40949249267578,105.81993103027345,24,
NTPC.NS : BDL.NS,2020-06-16,2020-06-23,SHORT,70.68282318115234,123.00000762939452,76.73808288574219,-2.359169006347642,7,
NTPC.NS : HAL.NS,2020-06-15,2020-06-23,SHORT,70.98748779296875,297.7362365722656,76.73808288574219,18.508743286132812,8,
LT.NS : APOLLOTYRE.NS,2020-06-15,2020-06-23,SHORT,832.6166381835938,101.36506652832033,895.2547607421875,-57.75477600097658,8,
NTPC.NS : CEATLTD.NS,2020-06-01,2020-06-23,SHORT,74.56732177734375,813.1400756835938,76.73808288574219,91.67732238769543,22,
NTPC.NS : BEL.NS,2020-06-17,2020-06-23,SHORT,69.69263458251953,21.750043869018555,76.73808288574219,-3.5089759826660156,6,
CGPOWER.NS : CEATLTD.NS,2020-05-29,2020-06-24,SHORT,5.940141201019287,782.4210205078125,7.029167175292969,112.03084707260132,26,
BDL.NS : POWERGRID.NS,2020-06-23,2020-06-25,SHORT,126.69609832763672,80.30186462402344,139.21131896972656,-15.985198974609375,2,
HINDZINC.NS : MGL.NS,2020-06-03,2020-06-29,SHORT,102.82408905029295,897.844482421875,115.23081970214844,13.983589172363267,26,
BEL.NS : POWERGRID.NS,2020-06-23,2020-06-29,SHORT,25.286516189575195,80.30186462402344,26.576641082763672,-5.231332778930664,6,
SIEMENS.NS : MGL.NS,2020-05-29,2020-06-29,SHORT,1068.9447021484375,861.3143310546875,1078.7587890625,53.10638427734375,31,
APOLLOHOSP.NS : AMBUJACEM.NS,2020-06-25,2020-06-29,LONG,1417.7464599609375,168.54348754882812,1346.2921142578125,-72.63076782226562,4,
HAL.NS : MGL.NS,2020-05-29,2020-06-29,SHORT,251.47853088378903,861.3143310546875,344.3331298828125,-29.934127807617216,31,
ICICIPRULI.NS : INFY.NS,2020-06-23,2020-06-29,LONG,424.18408203125,655.4708862304688,407.6915893554687,-26.588562011718807,6,
TCS.NS : ICICIPRULI.NS,2020-06-23,2020-06-29,SHORT,1881.7073974609375,424.18408203125,1943.0504150390625,-77.8355102539063,6,
SBIN.NS : JINDALSTEL.NS,2020-06-30,2020-07-02,SHORT,167.96505737304688,159.56532287597656,174.5537567138672,-13.900054931640625,2,
ABB.NS : HINDZINC.NS,2020-06-18,2020-07-03,SHORT,769.6997680664062,106.18611145019533,957.35986328125,-177.72281646728516,15,
HINDZINC.NS : APOLLOTYRE.NS,2020-06-26,2020-07-03,LONG,118.38459014892578,105.25277709960938,116.1233901977539,-5.342926025390625,7,
TATAPOWER.NS : HINDZINC.NS,2020-06-22,2020-07-03,SHORT,40.86368560791016,111.77954864501952,46.71472930908203,-1.5072021484374787,11,
JINDALSTEL.NS : HINDZINC.NS,2020-06-26,2020-07-06,SHORT,151.36474609375,118.38459014892578,155.06979370117188,-6.4720458984375,10,
CEATLTD.NS : HINDZINC.NS,2020-06-26,2020-07-06,SHORT,894.8646850585938,118.38459014892578,926.6947631835938,-34.597076416015625,10,
ULTRACEMCO.NS : APOLLOHOSP.NS,2020-07-01,2020-07-07,LONG,3805.338134765625,1301.5159912109375,3769.61376953125,-133.9556884765625,6,
LT.NS : HINDZINC.NS,2020-06-22,2020-07-08,SHORT,839.6021118164062,111.77954864501952,870.875,-29.487739562988267,16,
MRF.NS : HINDZINC.NS,2020-07-06,2020-07-08,LONG,66801.484375,115.61759185791016,64771.3125,-2028.1189804077148,2,
NTPC.NS : POWERGRID.NS,2020-06-22,2020-07-08,SHORT,72.58698272705078,76.51060485839844,69.31182098388672,-0.5160980224609375,16,
IOC.NS : HINDZINC.NS,2020-06-25,2020-07-08,SHORT,40.14881896972656,112.85062408447266,41.04574203491211,-0.18284988403320312,13,
VEDL.NS : HINDZINC.NS,2020-06-22,2020-07-08,SHORT,49.302696228027344,111.77954864501952,49.45950698852539,1.628337860107436,16,
JSWSTEEL.NS : HAVELLS.NS,2020-06-26,2020-07-08,SHORT,179.0745086669922,570.0656127929688,185.42030334472656,-9.705169677734375,12,
CGPOWER.NS : HINDZINC.NS,2020-06-22,2020-07-08,SHORT,6.435153007507324,111.77954864501952,10.147741317749023,-1.9274396896362163,16,
TCS.NS : INFY.NS,2020-07-03,2020-07-09,LONG,2033.654541015625,693.7177734375,2037.9998779296875,-12.936279296875,6,
APOLLOHOSP.NS : HDFCBANK.NS,2020-06-29,2020-07-13,SHORT,1346.2921142578125,1032.985107421875,1411.779541015625,-61.4556884765625,14,
HDFCBANK.NS : HAVELLS.NS,2020-06-29,2020-07-13,LONG,1032.985107421875,563.0060424804688,1037.016845703125,-4.63446044921875,14,
JSWSTEEL.NS : HDFCBANK.NS,2020-06-29,2020-07-13,SHORT,177.26193237304688,1032.985107421875,188.31527709960935,-7.021606445312472,14,
APOLLOHOSP.NS : TCS.NS,2020-07-02,2020-07-14,SHORT,1343.826416015625,1994.3616943359375,1421.9381103515625,-64.42822265625,12,
SBIN.NS : VEDL.NS,2020-07-09,2020-07-14,LONG,187.4017639160156,50.176300048828125,175.11849975585938,-10.894458770751925,5,
SBIN.NS : CGPOWER.NS,2020-07-09,2020-07-14,LONG,187.4017639160156,9.652729034423828,175.11849975585938,-10.996233940124483,5,
TATASTEEL.NS : SBIN.NS,2020-07-09,2020-07-14,SHORT,13.859230995178224,187.4017639160156,13.54342555999756,-11.967458724975558,5,
TCS.NS : SBILIFE.NS,2020-07-14,2020-07-15,SHORT,2008.045166015625,850.570556640625,2065.31982421875,-61.13299560546875,1,
BEL.NS : BDL.NS,2020-06-30,2020-07-16,SHORT,26.910558700561523,155.91387939453125,28.67120361328125,10.497259140014648,16,
BDL.NS : HAL.NS,2020-06-29,2020-07-16,LONG,141.45704650878906,344.3331298828125,168.17178344726562,-10.115219116210938,17,
TATASTEEL.NS : AMBUJACEM.NS,2020-07-09,2020-07-16,SHORT,13.859230995178224,182.79617309570312,13.74457550048828,-8.482207298278805,7,
CGPOWER.NS : BDL.NS,2020-06-16,2020-07-16,SHORT,6.633157253265381,123.00000762939452,8.217195510864258,43.58773756027223,30,
TCS.NS : HAVELLS.NS,2020-07-06,2020-07-17,LONG,2092.4091796875,567.58251953125,2039.2364501953125,-60.1348876953125,11,
IOC.NS : GAIL.NS,2020-06-25,2020-07-17,SHORT,40.14881896972656,55.52845001220703,41.02213668823242,-2.08514404296875,22,
NTPC.NS : HINDZINC.NS,2020-06-18,2020-07-17,SHORT,70.60665130615234,106.18611145019533,67.25532531738281,9.004264831542969,29,
HINDZINC.NS : MGL.NS,2020-07-08,2020-07-20,LONG,113.564697265625,892.0882568359375,111.74981689453124,-1.1949462890625142,12,
APOLLOHOSP.NS : SBILIFE.NS,2020-07-03,2020-07-20,SHORT,1360.8394775390625,835.0382080078125,1464.6923828125,-93.56396484375,17,
MGL.NS : POWERGRID.NS,2020-07-10,2020-07-20,SHORT,858.967529296875,73.94025421142578,891.4683227539062,-36.399131774902344,10,
SBILIFE.NS : HAVELLS.NS,2020-07-03,2020-07-20,LONG,835.0382080078125,564.8074951171875,845.3271484375,-8.50384521484375,17,
JSWSTEEL.NS : HAVELLS.NS,2020-07-16,2020-07-20,LONG,190.92547607421875,558.3809814453125,196.28829956054688,-19.856475830078125,4,
TCS.NS : SBILIFE.NS,2020-07-17,2020-07-20,SHORT,2039.2364501953125,865.8556518554688,2045.8614501953125,-27.15350341796875,3,
BEL.NS : POWERGRID.NS,2020-07-07,2020-07-21,LONG,30.978254318237305,74.15444946289062,30.12828826904297,-1.0855846405029297,14,
COALINDIA.NS : BDL.NS,2020-06-29,2020-07-21,SHORT,86.68169403076172,141.45704650878906,85.55679321289062,40.518592834472685,22,
BDL.NS : POWERGRID.NS,2020-07-06,2020-07-21,LONG,200.6411590576172,76.25357818603516,180.85073852539065,-17.926910400390597,15,
GRASIM.NS : HAVELLS.NS,2020-07-07,2020-07-21,SHORT,608.2449340820312,582.0423583984375,588.2025146484375,1.833740234375,14,
COALINDIA.NS : HAL.NS,2020-07-06,2020-07-21,SHORT,87.32450866699219,431.3320617675781,85.55679321289062,-15.776779174804688,15,
JINDALSTEL.NS : AMBUJACEM.NS,2020-07-14,2020-07-21,LONG,163.71498107910156,172.38946533203125,176.46046447753906,-0.3307647705078125,7,
NTPC.NS : BDL.NS,2020-06-30,2020-07-22,SHORT,72.96782684326172,155.91387939453125,68.81674194335938,24.85382843017578,22,
NTPC.NS : HAL.NS,2020-07-06,2020-07-22,SHORT,72.51083374023438,431.3320617675781,68.81674194335938,-16.812164306640625,16,
HINDZINC.NS : SBILIFE.NS,2020-07-03,2020-07-22,SHORT,116.1233901977539,835.0382080078125,117.37297821044922,13.738632202148438,19,
JINDALSTEL.NS : HINDZINC.NS,2020-07-10,2020-07-22,LONG,167.1236572265625,112.58287048339844,171.32275390625,-0.5910110473632812,12,
NTPC.NS : BEL.NS,2020-07-03,2020-07-22,SHORT,71.97765350341797,29.505992889404297,68.81674194335938,3.3733997344970703,19,
APOLLOHOSP.NS : AMBUJACEM.NS,2020-07-09,2020-07-22,SHORT,1384.7069091796875,182.79617309570312,1460.796630859375,-77.08514404296875,13,
AMBUJACEM.NS : SBILIFE.NS,2020-07-03,2020-07-22,SHORT,177.18560791015625,835.0382080078125,181.80075073242188,10.373077392578125,19,
APOLLOHOSP.NS : HAVELLS.NS,2020-07-21,2020-07-23,LONG,1479.486328125,563.8336791992188,1510.2576904296875,4.8702392578125,2,
TATASTEEL.NS : AMBUJACEM.NS,2020-07-21,2020-07-23,SHORT,14.448599815368652,185.46571350097656,14.156929969787598,-6.04283332824707,2,
IOC.NS : HINDZINC.NS,2020-07-21,2020-07-23,LONG,44.114139556884766,108.77457427978516,44.51538848876953,-14.236896514892578,2,
SIEMENS.NS : MGL.NS,2020-07-08,2020-07-23,LONG,1134.9932861328125,892.0882568359375,1145.396240234375,-7.92864990234375,15,
JSWSTEEL.NS : HAVELLS.NS,2020-07-21,2020-07-23,LONG,199.27816772460935,563.8336791992188,198.70870971679688,-26.47058105468747,2,
HAL.NS : MGL.NS,2020-07-07,2020-07-23,LONG,443.1564636230469,910.862548828125,421.2711486816406,-21.442626953125,16,
ICICIPRULI.NS : INFY.NS,2020-07-16,2020-07-23,SHORT,427.4626770019531,828.604736328125,447.8795166015625,-23.191009521484375,7,
SBIN.NS : JINDALSTEL.NS,2020-07-16,2020-07-24,SHORT,175.3067626953125,174.87962341308594,180.67184448242188,-14.5042724609375,8,
CGPOWER.NS : JINDALSTEL.NS,2020-05-26,2020-07-24,SHORT,5.494630813598633,107.8424301147461,7.969689846038818,55.42294359207153,59,
GRASIM.NS : HAVELLS.NS,2020-07-23,2020-07-28,SHORT,583.4723510742188,589.7348022460938,581.5217895507812,-27.01763916015625,5,
CEATLTD.NS : HAL.NS,2020-07-07,2020-07-28,SHORT,892.4495849609375,443.1564636230469,846.708984375,11.036041259765625,21,
NTPC.NS : CEATLTD.NS,2020-07-22,2020-07-28,LONG,68.81674194335938,829.5623168945312,67.44572448730469,-18.517684936523438,6,
SBIN.NS : GRASIM.NS,2020-07-08,2020-07-28,LONG,180.62478637695312,593.4691162109375,178.31874084472656,9.641281127929688,20,
BDL.NS : CEATLTD.NS,2020-06-29,2020-07-28,LONG,141.45704650878906,884.8665161132812,181.2952117919922,77.99569702148438,29,
CGPOWER.NS : CEATLTD.NS,2020-07-15,2020-07-28,LONG,8.167694091796875,838.2564086914062,8.118192672729492,-8.502077102661133,13,
BPCL.NS : MGL.NS,2020-07-08,2020-07-30,LONG,147.30113220214844,892.0882568359375,163.25244140625,33.88435363769531,22,
JSWSTEEL.NS : GRASIM.NS,2020-07-15,2020-07-31,LONG,184.9931640625,574.3533325195312,209.0546417236328,-18.997970581054688,16,
HINDZINC.NS : SBILIFE.NS,2020-07-30,2020-08-03,SHORT,124.95982360839844,903.796142578125,122.19287872314452,-35.27254486083983,4,
GRASIM.NS : APOLLOHOSP.NS,2020-07-14,2020-08-03,SHORT,581.9606323242188,1421.9381103515625,617.8516235351562,94.88671875,20,
IGL.NS : HDFCLIFE.NS,2020-06-18,2020-08-03,SHORT,219.16061401367188,509.5767822265625,191.74420166015625,113.39114379882812,46,
SBILIFE.NS : HAVELLS.NS,2020-07-30,2020-08-03,LONG,903.796142578125,563.298095703125,865.7566528320312,-44.07672119140625,4,
ULTRACEMCO.NS : JINDALSTEL.NS,2020-07-08,2020-08-03,SHORT,3696.066162109375,154.37818908691406,3961.22216796875,-231.0198822021484,26,
ULTRACEMCO.NS : GRASIM.NS,2020-07-16,2020-08-03,LONG,3724.9580078125,568.6477661132812,3961.22216796875,187.060302734375,18,
TCS.NS : ICICIPRULI.NS,2020-07-23,2020-08-03,SHORT,2011.8543701171875,447.8795166015625,2088.716796875,-88.68533325195312,11,
TCS.NS : HAVELLS.NS,2020-07-28,2020-08-04,LONG,2140.236572265625,560.7666015625,2084.59375,-67.668212890625,7,
JSWSTEEL.NS : APOLLOHOSP.NS,2020-07-29,2020-08-04,SHORT,206.4918670654297,1618.7459716796875,216.505615234375,2.4625701904296875,6,
VEDL.NS : HINDZINC.NS,2020-07-21,2020-08-04,LONG,49.63870620727539,108.77457427978516,53.3347282409668,-10.168563842773438,14,
HINDZINC.NS : APOLLOTYRE.NS,2020-07-23,2020-08-04,LONG,123.4127197265625,103.78302764892578,122.63916015625,-6.178436279296875,12,
APOLLOHOSP.NS : HAVELLS.NS,2020-07-28,2020-08-05,LONG,1577.224365234375,560.7666015625,1653.2156982421875,47.169189453125,8,
TCS.NS : INFY.NS,2020-07-16,2020-08-05,SHORT,2070.7412109375,828.604736328125,2093.674560546875,7.71875,20,
IOC.NS : GAIL.NS,2020-07-21,2020-08-06,LONG,44.114139556884766,55.905460357666016,41.16374969482422,1.4391021728515625,16,
AMBUJACEM.NS : HAVELLS.NS,2020-07-21,2020-08-07,LONG,185.46571350097656,563.8336791992188,198.677734375,-16.486648559570312,17,
JINDALSTEL.NS : AMBUJACEM.NS,2020-07-30,2020-08-07,SHORT,180.36312866210935,200.2161102294922,197.01126098632812,-18.186508178710966,8,
APOLLOHOSP.NS : AMBUJACEM.NS,2020-08-03,2020-08-07,SHORT,1552.7158203125,200.12562561035156,1719.2457275390625,-167.97779846191406,4,
NTPC.NS : POWERGRID.NS,2020-07-21,2020-08-10,SHORT,67.29339599609375,74.39006805419922,67.17914581298828,1.6564483642578125,20,
BDL.NS : HAL.NS,2020-08-04,2020-08-11,LONG,197.06204223632812,429.6590576171875,198.9100799560547,-29.329635620117244,7,
HDFCBANK.NS : HAVELLS.NS,2020-07-31,2020-08-11,SHORT,991.4659423828124,567.8259887695312,1023.9610595703124,-10.34283447265625,11,
TCS.NS : HDFCBANK.NS,2020-07-15,2020-08-11,LONG,2065.31982421875,1011.0014038085938,2112.5771484375,34.297668457031364,27,
BEL.NS : BDL.NS,2020-08-04,2020-08-12,SHORT,30.477384567260746,197.06204223632812,33.588863372802734,0.37407112121579544,8,
JINDALSTEL.NS : HINDZINC.NS,2020-08-06,2020-08-12,SHORT,194.4424285888672,139.8360137939453,206.6444854736328,-14.254959106445312,6,
TATASTEEL.NS : AMBUJACEM.NS,2020-07-27,2020-08-12,SHORT,14.195151329040527,187.4565887451172,17.10755729675293,10.344841957092285,16,
APOLLOHOSP.NS : HDFCBANK.NS,2020-07-30,2020-08-12,LONG,1692.5673828125,1008.6014404296876,1683.5430908203125,-21.5521240234375,13,
SBIN.NS : AMBUJACEM.NS,2020-07-21,2020-08-12,SHORT,182.9779052734375,185.46571350097656,191.35498046875,6.8710479736328125,22,
ICICIBANK.NS : APOLLOHOSP.NS,2020-07-28,2020-08-12,SHORT,340.3605041503906,1577.224365234375,354.6187438964844,92.06048583984375,15,
NTPC.NS : CEATLTD.NS,2020-08-05,2020-08-13,SHORT,65.42729949951172,867.23681640625,68.50215148925781,-9.547203063964844,8,
SBIN.NS : TATAPOWER.NS,2020-08-12,2020-08-13,LONG,191.35498046875,51.16741561889648,190.0372314453125,-4.361698150634773,1,
NTPC.NS : HINDZINC.NS,2020-07-23,2020-08-14,SHORT,68.96906280517578,123.4127197265625,69.40503692626953,13.51788330078125,22,
LT.NS : HINDZINC.NS,2020-07-21,2020-08-14,LONG,867.9141845703125,108.77457427978516,917.2578125,20.751625061035156,24,
ABB.NS : HINDZINC.NS,2020-07-21,2020-08-14,LONG,891.073974609375,108.77457427978516,932.8838500976562,13.217872619628906,24,
SBIN.NS : CGPOWER.NS,2020-08-12,2020-08-14,LONG,191.35498046875,12.47429656982422,184.9545135498047,-7.0934829711914045,2,
ICICIPRULI.NS : INFY.NS,2020-08-10,2020-08-14,LONG,479.1257934570313,865.3052368164062,455.9767456054687,-25.195556640625114,4,
TATAPOWER.NS : HINDZINC.NS,2020-07-28,2020-08-14,SHORT,47.49534225463867,125.43587493896484,53.10008239746094,6.325962066650391,17,
TCS.NS : ICICIPRULI.NS,2020-08-10,2020-08-14,SHORT,2115.264892578125,479.1257934570313,2077.59765625,14.518188476562386,4,
NTPC.NS : HAL.NS,2020-08-03,2020-08-17,SHORT,65.19882202148438,404.2918395996094,74.82237243652344,151.4872589111328,14,
COALINDIA.NS : BDL.NS,2020-08-04,2020-08-17,SHORT,82.76061248779297,197.06204223632812,87.4209213256836,6.170623779296847,13,
HINDZINC.NS : GAIL.NS,2020-07-21,2020-08-17,SHORT,108.77457427978516,55.905460357666016,136.80126953125,-31.339012145996094,27,
ULTRACEMCO.NS : APOLLOHOSP.NS,2020-08-07,2020-08-17,SHORT,3920.783447265625,1719.2457275390625,3951.47998046875,-68.9635009765625,10,
VEDL.NS : HINDZINC.NS,2020-08-06,2020-08-17,SHORT,54.99232864379883,139.8360137939453,57.32194519042969,-5.364360809326172,11,
CGPOWER.NS : HINDZINC.NS,2020-07-21,2020-08-17,LONG,8.217195510864258,108.77457427978516,13.81082820892334,-22.43306255340576,27,
LT.NS : APOLLOTYRE.NS,2020-08-04,2020-08-18,SHORT,855.14599609375,109.18790435791016,937.5572509765624,-69.79988861083974,14,
BAJFINANCE.NS : HDFCBANK.NS,2020-07-31,2020-08-18,LONG,3204.50634765625,991.4659423828124,3370.679931640625,143.42218017578114,18,
APOLLOHOSP.NS : SBILIFE.NS,2020-08-05,2020-08-19,LONG,1653.2156982421875,851.708251953125,1661.8453369140625,5.90887451171875,14,
IOC.NS : HINDZINC.NS,2020-07-30,2020-08-19,SHORT,41.8010368347168,124.95982360839844,41.541404724121094,13.142414093017578,20,
HINDZINC.NS : POWERGRID.NS,2020-08-05,2020-08-20,LONG,130.16648864746094,75.37538146972656,132.87396240234375,0.45842742919921875,15,
HINDZINC.NS : SBILIFE.NS,2020-08-05,2020-08-20,LONG,130.16648864746094,851.708251953125,132.87396240234375,10.671585083007812,15,
CEATLTD.NS : HINDZINC.NS,2020-07-22,2020-08-20,SHORT,829.5623168945312,117.37297821044922,844.8253173828125,0.23798370361328125,29,
COALINDIA.NS : HAL.NS,2020-08-04,2020-08-20,SHORT,82.76061248779297,429.6590576171875,89.02790832519531,109.55802154541016,16,
